Stock,ID
Kemistar Corporation Limited,KEMISTAR
Kemp & Company Limited,KEMP
Ken Financial Services Ltd.,KENFIN
Kennametal India Limtied,KENNAMET
Kenvi Jewels Limited,KENVI
Kerala Ayurveda Limited,KERALAYUR
Kernex Microsystems (India) Ltd.,KERNEX
"Kesar Enterprises Ltd.,",KESARENT
KESAR INDIA LIMITED,KESAR
Kesar Petroproducts Ltd,KESARPE
Kesar Terminals & Infrastructure Limited,KTIL
Kesoram Industries Ltd,KESORAMIND
Kewal Kiran Clothing Ltd.,KKCL
Key Corp Ltd,KEYCORP
KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSERV
Keystone Realtors Limited,RUSTOMJEE
KFin Technologies Limited,KFINTECH
KG Petrochem Ltd.,KGPETRO
Khadim India Limited,KHADIM
Khaitan (India) Ltd.,KHAITANLTD
Khaitan Chemicals & Fertilizers Ltd,KHAICHEM
"Khandelwal Extraction Ltd.,",ZKHANDEN
Khandwala Securities Ltd.,KHANDSE
Khazanchi Jewellers Limited,KHAZANCHI
Khemani Distributors & Marketing Limited,KDML
Khoobsurat Ltd.,KHOOBSURAT
KIC Metaliks Ltd.,KAJARIR
Kiduja  India  Ltd,KIDUJA
KIFS Financial Services Ltd,KIFS
Kilburn Engineering Ltd,KLBRENG-B
Kilitch Drugs (I) Ltd.,KILITCH
KIMIA BIOSCIENCES LIMITED,KIMIABL
"Kinetic Engineering Ltd.,",KINETICENG
Kingfa Science & Technology (India) Ltd,KINGFA
Kings Infra Ventures Limited,KINGSINFR
KIOCL Limited,KIOCL
Kiran Print-Pack Ltd.,KIRANPR
Kiran Syntex Ltd.,KIRANSY-B
Kiran Vyapar Limited,KIRANVYPAR
KIRI INDUSTRIES LIMITED,KIRIINDUS
"Kirloskar Brothers Ltd.,",KIRLOSBROS
KIRLOSKAR ELECTRIC COMPANY LTD.,KECL
Kirloskar Ferrous Industries Ltd.,KIRLFER
Kirloskar Industries Ltd,KIRLOSIND
Kirloskar Oil Engines Limited,KIRLOSENG
Kirloskar Pneumatic Co.Ltd.,KIRLPNU
Kisan Mouldings Ltd.,KISAN
Kitex Garmenets Ltd.,KITEX
KJMC Corporate Advisors (India) Ltd.,KJMCCORP
KJMC Financial Services Ltd.,KJMCFIN
KK Shah Hospitals Limited,KKSHL
Kkalpana Industries (India) Ltd,KKALPANAIND
Kkalpana Plastick Limited,KKPLASTICK
KKRRAFTON Developers Limited,KDL
KMC Speciality Hospitals India Limited,KMCSHIL
KMF Builders & Developers Ltd.,KMFBLDR
KMG Milk Food Limited,KMGMILK
KMS Medisurgi Limited,KMSMEDI
Knowledge Marine & Engineering Works Limited,KMEW
KNR Constructions Limited,KNRCON
KOBO BIOTECH LIMITED,KOBO
Kohinoor Foods Ltd,KOHINOOR
Kokuyo Camlin Ltd,KOKUYOCMLN
Kolte-Patil Developers Ltd,KOLTEPATIL
Kome-on Communication Limited,KOCL
Konark Synthetics  Ltd,KONARKSY
KONNDOR INDUSTRIES LIMITED,KONNDOR
"Kopran Ltd.,",KOPRAN
Kore Foods Limited,KORE
Kotak Mahindra Bank Ltd.,KOTAKBANK
Kotak Mahindra Mutual Fund,KTKSENSEX
Kotak Mahindra Mutual Fund,KOTAKNIFTY
Kotak Mahindra Mutual Fund,KTINDF4RG
Kotak Mahindra Mutual Fund,KTINDF4RD
Kotak Mahindra Mutual Fund,KTINDF4DG
Kotak Mahindra Mutual Fund,KTINDF4DD
Kotak Mahindra Mutual Fund - Permitted,KOTAKPSUBK
Kotak Mahindra Mutual Fund - Permitted,KOTAKBKETF
Kothari Fermanatation & Biochem Ltd,KFBL
Kothari Products Ltd.,KOTHARIPRO
Kotia Enterprises Limited,KEL
Kovai Medical Center & Hospital Ltd,KOVAI
"Kovalam Inv. & Trading Co.Ltd.,",ZKOVALIN
KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,KLRFM
KPI Green Energy Limited,KPIGREEN
KPIT Technologies Ltd,KPITTECH
KPT INDUSTRIES LIMITED,KPT
Kranti Industries Limited,KRANTI
Kratos Energy & Infrastructure Limited,KRATOSENER
KRBL Ltd.,KRBL
Krebs Biochemicals & Industries Ltd.,KREBSBIO
Kreon Finnancial Services Limited,KREONFIN
KRETTO SYSCON LIMITED,KRETTOSYS
Kridhan Infra Limited,KRIDHANINF
KRISHANVEER FORGE LIMITED,KVFORGE
Krishna Capital And Securities Limited,KRISHNACAP
Krishna Institute of Medical Sciences Limited,KIMS
Krishna Ventures Limited,KRISHNA
Kriti Industries (India) Ltd.,KRITI
Kriti Nutrients Ltd,KRITINUT
Krsnaa Diagnostics Limited,KRSNAA
Krypton Industries Ltd,KRYPTONQ
KSB LIMITED,KSB
KSE Ltd.,KSE
Ksolves India Limited,KSOLVES
Kuantum Papers Limited,KUANTUM
Kuber Udyog Limited,KUBERJI
Kumbhat Financial Services Ltd.,KUMPFIN
"Kunststoffe Industries Ltd.,",KUNSTOFF
"Kusam Electrical Industies Ltd.,",KUSUMEL
Kush Industries Limited,KUSHIND
Kuwer Industries Ltd.,KUWERIN
Kwality Pharmaceuticals Limited,KPL
L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD
L&T FINANCE HOLDINGS LIMITED,L&TFH
L&T Technology Services Limited,LTTS
La Opala RG Ltd.,LAOPALA
La Tim Metal & Industries Limited,LATIMMETAL
La Tim Metal & Industries Limited,LATIM-RE
LABELKRAFT TECHNOLOGIES LIMITED,LABELKRAFT
"Lactose (India) Ltd.,",LACTOSE
Ladam Affortable Housing Limited,LAHL
Ladderup Finance Ltd.,LADDERUP
Laffans Petrochemicals Ltd.,LAFFANSQ
Lahoti Overseas Ltd.,LAHOTIOV
LAKHOTIA POLYESTERS (INDIA) LIMITED,LAKHOTIA
"Lakshmi Automatic Loom Works Ltd.,",LXMIATO
Lakshmi Electrical Control Systems,LAKSELEC
"Lakshmi Machine Works Ltd.,",LAXMIMACH
Lakshmi Mills Company ltd,LAKSHMIMIL
Lambodhara Textiles Ltd.,LAMBODHARA
Lancer Container Lines Limited,LANCER
Lancor Holdings Ltd.,LANCORHOL
LANDMARK CARS LIMITED,LANDMARK
Landmark Property Development Company Ltd.,LPDC
Larsen & Toubro Limited,LT
Lasa Supergenerics Limited,LASA
LAST MILE ENTERPRISES LIMITED,LASTMILE
Latent View Analytics Limited,LATENTVIEW
Laurus Labs Limited,LAURUSLABS
Laxmi Organic Industries Limited,LXCHEM
LAXMIPATI ENGINEERING WORKS LIMITED,LAXMIPATI
LCC Infotech Ltd.,LCCINFOTEC
LE LAVOIR LIMITED,LELAVOIR
Lead Financial Services  Ltd,LEADFIN
LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL
Lee & Nee Softwares (Exports) Ltd.,LEENEE
LEHAR FOOTWEARS LIMITED,LEHAR
Lemon Tree Hotels Limited,LEMONTREE
LERTHAI FINANCE LIMITED,LERTHAI
Lesha Industries Limited,LESHAIND
Lex Nimble Solutions Limited,LEX
LGB Forge Limited,LGBFORGE
Liberty Shoes Ltd.,LIBERTSHOE
Libord Finance Limited,LIBORDFIN
Libord Securities Ltd.,LIBORD
Lic Housing Finance Ltd.,LICHSGFIN
LIC Mutual Fund,LICNETFN50
LIC Mutual Fund,LICNETFSEN
LIC Mutual Fund,LICNFNHGP
LIFE INSURANCE CORPORATION OF INDIA,LICI
LIKHAMI CONSULTING LIMITED,LIKHAMI
Likhitha Infrastructure Limited,LIKHITHA
Lime Chemicals Ltd.,LIMECHM
LINC LIMITED,LINC
Lincoln Pharmaceuticals ltd.,LINCOLN
Linde India Limited,LINDEINDIA
Link Pharma Chem Ltd.,LINKPH
Lippi Systems Ltd.,LIPPISYS
LKP Finance Limited,LKPFIN
LKP Securities Limited,LKPSEC
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG
LLOYDS ENTERPRISES LIMITED,LLOYDSENT
Lloyds Metals and Energy Limited,LLOYDSME
Lokesh Machines Limited,LOKESHMACH
Longview Tea Company ltd.,LONTE
Looks Health Services Limited,LOOKS
Lords Chloro Alkali Ltd,LORDSCHLO
Lords Ishwar Hotels Limited,LORDSHOTL
LORENZINI APPARELS LIMITED,LAL
"Lotus Chocolate Co. Ltd.,",LOTUSCHO
Lotus Eye Hospital And Institute Limited,LOTUSEYE
Lovable Lingerie Limited,LOVABLE
Loyal Equipments Limited,LOYAL
Loyal Textiles Mills Ltd,LOYALTEX
LT Foods Limited,LTFOODS
LTIMindtree Limited,LTIM
LUCENT INDUSTRIES LIMITED,LUCENT
Ludlow Jute & Specialities Ltd,LUDLOWJUT
Luharuka Media & Infra Limited,LUHARUKA
Lumax Auto Technologies Ltd.,LUMAXTECH
"Lumax Industries Ltd.,",LUMAXIND
Lupin Ltd,LUPIN
LUX Industries Limited,LUXIND
LWS Knitwear Ltd,LWSKNIT
"Lyka Labs Ltd.,",LYKALABS
Lykis Limited,LYKISLTD
Lypsa Gems & Jewellery Limited,LYPSAGEMS
M LAKHAMSI INDUSTRIES LIMITED,MLINDLTD
M. K. Exim (India) Ltd.,MKEXIM
M.K.Proteins Limited,MKPL
"M.M. Rubber Company Ltd.,",MMRUBBR-B
M.M.Forgings Ltd.,MMFL
"M.P. Agro Industries Ltd.,",MPAGI
"M.R.F. Ltd.,",MRF
MAAGH ADVERTISING AND MARKETING SERVICES LIMITED,MAAGHADV
MAAN ALUMINIUM LIMITED,MAANALU
"Mac Charles (India) Ltd.,",MCCHRLS-B
Mac Hotels Limited,MACH
Macfos Limited,ROBU
Machhar Industries Limited,MACIND
Machino Plastics Ltd,MACPLASQ
Macrotech Developers Limited,LODHA
Madhav Infra Projects Limited,MADHAVIPL
"Madhav Marbles & Granites Ltd.,",MADHAV
Madhucon Projects Ltd.,MADHUCON
Madhur Industries Limited,MADHURIND
"Madhusudan Industries Ltd.,",MADHUDIN
Madhusudan Securities Ltd,MADHUSE
Madhuveer Com 18 Network Limited,MADHUVEER
Madras Fertilizers Ltd,MADRASFERT
MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,METSL
"Mafatlal Industries Ltd.,",MAFATIND
MAFIA TRENDS LIMITED,MAFIA
Magadh Sugar & Energy Limited,MAGADSUGAR
MAGELLANIC CLOUD LIMITED,MCLOUD
Magna Electro Castings Ltd.,MAGNAELQ
"Magnanimous Trade & Finance Ltd.,",MAGANTR
MAGNUM VENTURES LIMITED,MAGNUM
Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD
Mahaan Foods Ltd.,MAHAANF
Mahalaxmi Rubtech Ltd.,MHLXMIRU
Mahalaxmi Seamless Ltd.,MAHALXSE
Mahamaya Steel Industries Limited,MAHASTEEL
Mahan Industries Ltd.,MAHANIN
Mahanagar Gas Limited,MGL
Mahanagar Telephone Nigam Ltd.,MTNL
Maharashtra Corporation Ltd.,MAHACORP
"Maharashtra Scooters Ltd.,",MAHSCOOTER
Maharashtra Seamless Ltd.,MAHSEAMLES
Mahasagar Travels Ltd.,MHSGRMS
Mahaveer Infoway Limited,MINFY
Mahindra & Mahindra Financial Services Limited,M&MFIN
Mahindra & Mahindra Ltd.,M&M
MAHINDRA EPC IRRIGATION LIMITED,MAHEPC
Mahindra Holidays & Resorts India Limited,MHRIL
Mahindra Lifespace Developers Ltd.,MAHLIFE
Mahindra Logistics Limited,MAHLOG
Maiden Forgings Limited,MAIDEN
Maithan Alloys Limited,MAITHANALL
Maitri Enterprises Limited,MAITRI
"Majestic Auto Ltd.,",MAJESAUT
Makers Laboratories Ltd.,MAKERSL
MALLCOM (INDIA) LTD.,MALLCOM
Malu Paper Mills Limited,MALUPAPER
Man Industries (India) Ltd,MANINDS
MAN INFRACONSTRUCTION LIMITED,MANINFRA
Manaksia Aluminium Company Ltd,MANAKALUCO
Manaksia Coated Metals & Industries Ltd,MANAKCOAT
MANAKSIA LIMITED,MANAKSIA
Manaksia Steels Limited,MANAKSTEEL
"Manali Petrochemicals Ltd.,",MANALIPETC
Manappuram Finance Limited,MANAPPURAM
Manas Properties Limited,MANAS
Manbro Industries Limited,MANBRO
Mangal Credit and Fincorp Limited,MANCREDIT
"Mangalam Cement Ltd.,",MANGLMCEM
Mangalam Drugs and Organics Ltd.,MANGALAM
Mangalam Industrial Finance Limited,MANGIND
Mangalam Organics Limited,MANORG
Mangalam Seeds Limited,MSL
Mangalore Chemicals & Fertilisers L,MANGCHEFER
Mangalore Refinery & Petrochemicals,MRPL
"Manipal Finance Corporation Ltd.,",MNPLFIN
Manjeera Constructions Limited,MANJEERA
Mankind Pharma Limited,MANKIND
Manoj Ceramic Limited,MCPL
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,MVGJL
Manomay Tex India Limited,MANOMAY
Manorama Industries Limited,MANORAMA
Manraj Housing Finance Ltd.,MANRAJH
Mansi Finance (Chennai) Ltd,MANSIFIN
"Mansoon Trading Co. Ltd.,",ZMANSOON
Manugraph India Ltd,MANUGRAPH
Maral Overseas Ltd.,MARALOVER
Marathon Nextgen Realty Ltd,MARATHON
MARBLE CITY INDIA LIMITED,MARBLE
MARG TECHNO PROJECTS LIMITED,MTPL
Margo Finance Limited,MARGOFIN
Marico Limited,MARICO
Maris Spinners Ltd.,MARIS
Market Creators Ltd.,MKTCREAT
MARKOBENZ VENTURES LIMITED,MARKOBENZ
Markolines Pavement Technologies Limited,MARKOLINES
Marksans Pharma Ltd.,MARKSANS
MARSONS LIMITED,MARSONS
Martin Burn Ltd,MARBU
Maruti Infrastructure Ltd.,MAINFRA
Maruti Interior Products Limited,SPITZE
Maruti Suzuki India  Ltd.,MARUTI
MAS Financial Services Limited,MASFIN
Mastek Limited,MASTEK
Master Trust Ltd.,MASTERTR
Mathew Easow Research Securities Lt,MATHEWE
Matrimony.com Limited,MATRIMONY
MAURIA UDYOG LIMITED,MUL
Mawana Sugars Ltd,MAWANASUG
Max Estates Limited,MAXESTATES
Max Financial Services Limited,MFSL
Max Healthcare Institute Limited,MAXHEALTH
Max India Limited,MAXIND
Maxheights Infrastructure Limited,MAXHEIGHTS
Maximus International Limited,MAXIMUS
Mayukh Dealtrade Limited,MAYUKH
Mayur Floorings Ltd.,MAYURFL
Mayur Uniquoters ltd.,MAYURUNIQ
Mazagon Dock Shipbuilders Limited,MAZDOCK
Mazda Ltd.,MAZDA
MBL Infrastructure Ltd,MBLINFRA
McLeod Russel India Limited,MCLEODRUSS
McNally Bharat Engineering Company Limited,MBECL
"Medi-Caps Ltd.,",MEDICAPQ
Media Matrix Worldwide Ltd.,MMWL
Mediaone Global Entertainment Limited,MEDIAONE
Medicamen Biotech Ltd.,MEDICAMEQ
Medico Intercontinental Limited,MIL
MEDICO REMEDIES LIMITED,MEDICO
Medinova Diagnostic Services Ltd.,MEDINOV
Medplus Health Services Limited,MEDPLUS
Meera Industries Limited,MEERA
Mefcom Capital Markets Ltd.,MEFCOMCAP
Mega Corporation Ltd,MEGACOR
Mega Fin (India) Ltd.,MEGFI
Mega Nirman & Industries Limited,MNIL
Megasoft Ltd.,MEGASOFT
Megastar Foods Limited,MEGASTAR
Meghmani Organics Limited,MOL
Megri Soft Limited,MEGRISOFT
Mehai Technology  Limited,MEHAI
Mehta Housing Finance Ltd.,MEHTAHG
Mehta Integrated Finance Ltd.,MEHIF
Mehta Securities Ltd.,MEHSECU
Melstar Information Technologies Ltd.,MELSTAR
MENA MANI INDUSTRIES LIMITED,MENAMANI
Menon Bearings Ltd,MENONBE
Menon Pistons Ltd.,MENNPIS
MEP Infrastructure Developers Limited,MEP
Mercantile Ventures Limited,MERCANTILE
MERCURY EV-TECH LIMITED,MERCURYEV
Mercury Laboratories Limited,MERCURYLAB
"Mercury Trade Links Ltd.,",MERCTRD
Meson Valves India Limited,MESON
Metal Coatings (India) Ltd.,METALCO
Metro Brands Limited,METROBRAND
Metroglobal Limited,METROGLOBL
Metropolis Healthcare Limited,METROPOLIS
MFL India Ltd,MFLINDIA
MFS Intercorp Limited,MFSINTRCRP
MIC Electronics Limited,MICEL
"Microse India Limited,",MICROSE
Mid East Portfolio Management Ltd.,MIDEASTP
Mid India Industries Limited,MIDINDIA
Midwest Gold Ltd,MIDWEST
Mihika Industries Ltd.,MIHIKA
Milestone Furniture Limited,MILEFUR
Milestone Global Limited,MILESTONE
MILGREY FINANCE & INVESTMENT LTD,ZMILGFIN
"Milkfood Ltd.,",MLKFOOD
Millennium Online Solutions (India) Ltd,MILLENNIUM
Minal Industries Limited,MINALIND
Minaxi Textiles Ltd.,MINAXI
Minda Corporation Limited,MINDACORP
Mindteck (India) Ltd,MINDTECK
Mini Diamonds (India) Ltd.,MINID
Minolta Finance Ltd.,MINOLTAF
Mipco Seamless Rings (Gujarat) Ltd.,MPCOSEMB
Mirae Asset Mutual Fund,NIFTYETF
Mirae Asset Mutual Fund,NEXT50
Mirae Asset Mutual Fund,ESG
Mirae Asset Mutual Fund,MAFANG
Mirae Asset Mutual Fund,BFSI
Mirae Asset Mutual Fund,MASPTOP50
Mirae Asset Mutual Fund,MAHKTECH
Mirae Asset Mutual Fund,MAKEINDIA
Mirae Asset Mutual Fund,MIDCAPETF
Mirae Asset Mutual Fund,LOWVOL
Mirae Asset Mutual Fund,BANKETF
Mirae Asset Mutual Fund,SENSEXETF
Mirae Asset Mutual Fund,ITETF
Mirae Asset Mutual Fund,ALPHAETF
Mirc Electronics Ltd,MIRCELECTR
Mirza International  Limited,MIRZAINT
Mish Designs Limited,MISHDESIGN
Mishka Exim Limited,MISHKA
Mishra Dhatu Nigam Limited,MIDHANI
Mishtann Foods Limited,MISHTANN
Misquita Engineering Limited,MISQUITA
Mitshi India Limited,MITSHI
Mitsu Chem Plast Limited,MITSU
Miven Machine Tools Ltd.,MIVENMACH
MKVENTURES CAPITAL LIMITED,MKVENTURES
"MMTC Ltd.,",MMTC
"Modella Woollens Ltd.,",MODWOOL
Modern Dairies Ltd.,MODAIRY
MODERN ENGINEERING AND PROJECTS LIMITED,MEAPL
"Modern Insulators Ltd.,",MODINSU
Modern Shares and Stockbrokers Ltd.,MODRNSH
Modern Steels Limited,MDRNSTL
Modi Naturals Limited,MODINATUR
"Modi Rubber Ltd.,",MODIRUBBER
MODI’S NAVNIRMAN LIMITED,MODIS
"Modipon Ltd.,",MODIPON
MODISON LIMITED,MODISONLTD
MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,MODULEX
Mohit Industries Limited,MOHITIND
Mohit Paper Mills Ltd.,MOHITPPR
Mohite Industries Limited,MOHITE
MOIL Limited,MOIL
Mold-Tek Packaging Limited,MOLDTKPAC
Mold-Tek Technologies Ltd,MOLDTECH
Monarch Networth Capital Limited,MONARCH
Money Masters Leasing & Finance Limited,MMLF
MONEYBOXX FINANCE LIMITED,MONEYBOXX
MONIND LIMITED,MONIND
"Monotype India Ltd.,",MONOT
Monte Carlo Fashions Limited,MONTECARLO
Moongipa Capital Finance Ltd.,MONGIPA
Morarjee Textiles Limited,MORARJEE
Morarka Finance Ltd.,MORARKFI
Morepen Laboratories Ltd.,MOREPENLAB
Morgan Ventures Ltd.,MORGAN
Morganite Crucible (India) Limited,MORGANITE
MOSCHIP TECHNOLOGIES LIMITED,MOSCHIP
Motherson Sumi Wiring India Limited,MSUMI
Motilal Oswal Financial Services Limited,MOTILALOFS
Motilal Oswal Mutual Fund,MOM100
Motilal Oswal Mutual Fund,MONQ50
Motilal Oswal Mutual Fund,MOMOMENTUM
Motilal Oswal Mutual Fund,MOLOWVOL
Motilal Oswal Mutual Fund,MOHEALTH
Motilal Oswal Mutual Fund,MOVALUE
Motilal Oswal Mutual Fund,MOQUALITY
Motilal Oswal Mutual Fund-Permitted,MOM50
Motisons Jewellers Limited,MOTISONS
Motor & General Finance (M.G.F.) Lt,MOTOGENFIN
MOUNT HOUSING AND INFRASTRUCTURE LIMITED,MOUNT
MPDL LIMITED,MPDL
Mphasis Limited,MPHASIS
MPIL CORPORATION LIMITED,MPILCORPL
MPL Plastics Limited,MPL
MPS Limited,MPSLTD
MRC AGROTECH LIMITED,MRCAGRO
MRO-TEK Realty Limited,MRO-TEK
MRP Agro Limited,MRP
Mrs. Bectors Food Specialities Limited,BECTORFOOD
"Mrugesh Trading Ltd.,",MRUTR
MSP STEEL & POWER LTD.,MSPL
MSR India Limited,MSRINDIA
MSTC Limited,MSTCLTD
MT EDUCARE LIMITED,MTEDUCARE
MTAR Technologies Limited,MTARTECH
Mudra Financial Services Ltd.,MUDRA
MUFIN GREEN FINANCE LIMITED,MUFIN
"Mukand Ltd.,",MUKANDLTD
Mukat Pipes Limited,MUKATPIP
Mukesh Babu Financial Services Ltd.,MUKESHB
Mukta Agriculture Limited,MUKTA
Mukta Arts Ltd.,MUKTAARTS
"Muller & Phipps (India) Ltd.,",MULLER
Multi Commodity Exchange of India Ltd,MCX
Multibase India Ltd,MULTIBASE
"Multiplus Holdings Ltd.,",MULTIIN
Multipurpose Trading & Agencies Ltd,ZMULTIPU
Munjal Auto Industries Ltd.,MUNJALAU
"Munjal Showa Ltd.,",MUNJALSHOW
Munoth Capital Market Ltd,MUNCAPM
MUNOTH COMMUNICATION LIMITED,MCLTD
Munoth Financial Services Ltd.,MUNOTHFI
"Murudeshwar Ceramics Ltd.,",MURUDCERA
Music Broadcast Limited,RADIOCITY
Muthoot Capital Services Ltd.,MUTHOOTCAP
MUTHOOT FINANCE LIMITED,MUTHOOTFIN
Muthoot Microfin Limited,MUTHOOTMF
My Money Securities Ltd.,MYMONEY
"Mysore Petro Chemicals Ltd.,",MYSORPETRO
Mystic Electronics Limited,MYSTICELE
"N.B. Footwear Ltd.,",NBFOOT
N.D.Metal Industries Ltd,NDMETAL
N.G.Industries Ltd.,NGIND
N.K.Industries Ltd.,NKIND
N.R.Agarwal Industries Ltd.,NRAIL
N2N Technologies Limited,NNTL
NACL Industries Limited,NACLIND
Nagarjuna Agritech Ltd.,NAGTECH
NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,NAGAFERT
Nagpur Power & Industries Ltd,NAGPI
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP
Nagreeka Exports Ltd.,NAGREEKEXP
Nahar Capital & Financial Services Ltd.,NAHARCAP
Nahar Industrial Enterprises Ltd,NAHARINDUS
Nahar Polyfilms Ltd.,NAHARPOLY
"Nahar Spinning Mills Ltd.,",NAHARSPING
NAKODA GROUP OF INDUSTRIES LIMITED,NGIL
Naksh Precious Metals Limited,NAKSH
Nalin Lease Finance Ltd.,NLFL
Nalwa Sons Investment Ltd,NSIL
Nam Securities Ltd.,NAM
Nanavati Ventures Limited,NVENTURES
Nandan Denim Limited,NDL
Narayana Hrudayalaya Limited,NH
Narbada Gems and Jewellery Limited,NARBADA
Narendra Properties Ltd.,NARPROP
Narmada Agrobase Limited,NARMADA
Narmada Gelatines Ltd.,SHAWGELTIN
Narmada Macplast Drip Irrigation Sy,NARMP
Natco Pharma Ltd.,NATCOPHARM
Nath Biogene India Ltd.,NATHBIOGEN
NATH INDUSTRIES LIMITED,NATHIND
"National Aluminium Co. Ltd.,",NATIONALUM
"National Fertilizers Ltd.,",NFL
National Fittings Limited,NATFIT
National General Industries Ltd.,NATGENI
"National Oxygen Ltd.,",NOL
National Peroxide Ltd.,NATPEROX
National Plastic Industries Ltd.,NATPLAS
National Plastic Technologies Ltd,NATPLASTI
National Plywood Industries Ltd.,NATPLY
National Standard (India) Limited,NATIONSTD
Natraj Proteins Ltd.,NATRAJPR
Natura Hue Chem Ltd.,NATHUEC
Natural Biocon (India) Limited,NATURAL
Natural Capsules Ltd.,NATCAPSUQ
Naturite Agro Products Limited,NAPL
NATURO INDIABULL LIMITED,NATURO
NAVA LIMITED,NAVA
Navi Mutual Fund,NAVINIFTY
Navigant Corporate Advisors Limited,NAVIGANT
Navin Fluorine International Limited,NAVINFLUOR
Navkar Corporation Limited,NAVKARCORP
NAVKAR URBANSTRUCTURE LIMITED,NAVKAR
Navneet Education Limited,NAVNETEDUL
Navoday Enterprises Limited,NAVODAYENT
Naysaa Securities Limited,NAYSAA
Nazara Technologies Limited,NAZARA
NBCC (India) Limited,NBCC
NCC Bluewater Products Ltd.,NCCBLUE
NCC Limited,NCC
"NCL Industries Limited,",NCLIND
NCL Research And Financial Services,NCLRESE
NDA Securities ltd.,NDASEC
NDL Ventures Limited,NDLVENTURE
NDR Auto Components Limited,NDRAUTO
Nectar Lifesciences Limited,NECLIFE
"Neelamalai Agro Industries Ltd.,",NEAGI
NEELKANTH LIMITED,NEELKANTH
Neelkanth Rockminerals ltd.,NEELKAN
NEERAJ PAPER MARKETING LIMITED,NEERAJ
Neil Industries Ltd.,NEIL
Nelcast Limited,NELCAST
Nelco Ltd,NELCO
Neo Infracon Ltd.,NEOINFRA
Neogen Chemicals Limited,NEOGEN
Nesco Ltd,NESCO
Nestle India Ltd.,NESTLEIND
Netlink Solutions (India) Ltd.,NETLINK
Nettlinx Ltd.,NETTLINX
NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB
Network 18 Media & Investments Limited,NETWORK18
Neuland Laboratories Limited.,NEULANDLAB
New Delhi Television Limited,NDTV
NEW LIGHT APPARELS LIMTED,NEWLIGHT
New Markets Advisory Ltd,NEWMKTADV
Newgen Software Technologies Limited,NEWGEN
Newtime Infrastructure Limited,NEWINFRA
Next Mediaworks Ltd,NEXTMEDIA
NEXUS SURGICAL AND MEDICARE LIMITED,NEXUSSURGL
NGL Fine Chem Ltd.,NGLFINE
NHC FOODS LIMITED,NHCFOODS
NHPC Limited,NHPC
NIBE LIMITED,NIBE
Nicco Parks And Resorts Ltd.,NICCOPAR
Nidhi Granites Limited,NIDHGRN
Nihar Info Global Ltd.,NIHARINF
NIIT Learning Systems Limited,NIITMTS
"NIIT Ltd.,",NIITLTD
Nikhil Adhesives Ltd.,NIKHILAD
Nikki Global Finance Ltd.,NIKKIGL
Nila Infrastructures Ltd,NILAINFRA
Nila Spaces Ltd,NILASPACES
Nilachal Refractories Ltd.,NILACHAL
Nile Ltd.,NILE
Nilkamal Limited,NILKAMAL
"Nilkanth Engineering Ltd.,",ZNILKENG
Nimbus Projects Limited,NIMBSPROJ
NINtec Systems Limited,NINSYS
Nippon India Mutual Fund,NIF100BEES
Nippon India Mutual Fund,CPSEETF
Nippon India Mutual Fund,SENSEXBEES
Nippon India Mutual Fund,SNXT50BEES
Nippon India Mutual Fund,NIESSPJ
Nippon India Mutual Fund,NIESSPI
Nippon India Mutual Fund,NIESSPB
Nippon India Mutual Fund,NIESSPO
Nippon India Mutual Fund,NIESSPC
Nippon India Mutual Fund,NIESSPP
Nippon India Mutual Fund,NIESSPA
Nippon India Mutual Fund,NIESSPG
Nippon India Mutual Fund,NIEHSPA
Nippon India Mutual Fund,NIEHSPB
Nippon India Mutual Fund,NIEHSPC
Nippon India Mutual Fund,NIEHSPF
Nippon India Mutual Fund,NIEHSPI
Nippon India Mutual Fund,NIEHSPK
Nippon India Mutual Fund,NIEHSPM
Nippon India Mutual Fund,NIEHSPN
Nippon India Mutual Fund,NIESSPD
Nippon India Mutual Fund,NIESSPE
Nippon India Mutual Fund,NIESSPF
Nippon India Mutual Fund,NIEHSPD
Nippon India Mutual Fund,NIESSPH
Nippon India Mutual Fund,NIEHSPE
Nippon India Mutual Fund,NIESSPK
Nippon India Mutual Fund,NIEHSPG
Nippon India Mutual Fund,NIEHSPH
Nippon India Mutual Fund,NIEHSPJ
Nippon India Mutual Fund,NIEHSPL
Nippon India Mutual Fund,NIESSPL
Nippon India Mutual Fund,NIESSPM
Nippon India Mutual Fund,NIESSPN
Nippon India Mutual Fund,08MPD
Nippon India Mutual Fund,08ADR
Nippon India Mutual Fund,08MPR
Nippon India Mutual Fund,AMD 8.00
Nippon India Mutual Fund,08AMR
Nippon India Mutual Fund,08BPB
Nippon India Mutual Fund,08GPG
